编号,场景,文案,图片url,音频url,视频url,用户id
50247,5502,我不知道啊，希望那个时候还是爱你，就像你写的一样“我知道永恒说来是有点荒唐，可你让我又忍不住往那想”对姐姐的话，只要一直做你想做的事就可以了，对自己的话，希望你不会觉得前途一片漆黑，不再惧怕未来。,,,,草稻
50248,5502,四年后恰好三十岁，谢谢你的出现让我不再害怕三十岁的到来，反而会更加期待之后的人生。希望那个时候能更加有能力，有底气，自洽的选择自己想要的生活。也希望会有更多更多的人爱你，我们要一起去更大的舞台！,,,,xue
50249,5502,四年好像说长不长说短不短，人生也不会被画成预制好的线性或者波形图。未来太多不确定，但姐一定唱了很多好歌，而我也一定听了很多好歌吧，那可真是幸福啊。,,,,划
50250,5502,恋恋应该会越来越好越来越自由 希望那个时候的我也依然在场 虽然我很不爱用“永远”这个词 但就像恋恋自己写的一样“我知道永恒说来是有点荒唐 可你让我又忍不住往那想”,,,,imyrella
50251,5502,40岁的刘恋在万人体育馆上唱歌，39岁的我在下面挥舞着荧光棒泪流满面,,,,L&J  
50252,5502,四十岁 四年后 我想你会更美丽 更自由 希望21岁的我能成长为 可以为自己托底 可以控制好情绪……的自己不能的话 也没关系 自由开心健康就好 我爱你哦 最亲爱的我自己,,,,一只蛋挞
50253,5502,姐，我还在。,,,,Kims
50254,5502,希望这一路我们都能收获更多的灵感和满溢的幸福感，不要被时间磨平棱角。我十分确信你想要的都会得到，会有更多爱你的人，会写出更多让自己满意的歌...相信我！我的预感不会错！！,,,,人鱼
50255,5502,希望四十岁的刘恋依然可以是那个软软的小姑娘，依旧可以当个不完美的小孩，去做任何自己想做的事情；希望四十岁的我依然可以对这个世界有探索欲，依旧可以有不同的角度来看事情,,,,三三得九巨蟹
50256,5502,致40岁的刘恋：愿你依旧清醒温柔，写想写的歌，爱想爱的人，而我们自始至终都在场。,,,,小安娜琦
50257,5502,40岁的刘恋会出10张专辑 ！ 会开上体育馆！！我也会买到内场第一排！！！,,,,予寧冬
50258,5502,40岁 也就是4年后 希望那时的刘恋依旧饱含着对音乐的热爱 永远自由 永远浪漫 平安 顺遂～也愿4年后的我 已然成功上岸 在自己喜欢的领域里 不惧风雨 不畏将来 坚定 自信地走下去！,,,,不署名的爱意
50259,5502,,,,,这是一个憨憨的号
50260,5502,40岁的恋恋，应该已经出了四五张专辑了吧（没有催的意思，只是希望）有没有开上四面台，昂首挺胸走进梅奔，希望到时候我还能抢到票，在台下看着闪闪发光的大明星恋恋。不知道40岁的你还有没有熬夜，少熬点吧，我最近看中医说要十一点前睡比较好，为了身体别熬太晚了。那时候的我已经30岁了，曾经最害怕的年纪，不知道那时候在哪里工作，还在坚持自己吗工作有没有晋升，有没有见恋恋更多次，不要随便妥协好吗,,,,拖延症小王
50261,5502,四十岁正是开巡演发专辑的好年纪！依然随心所欲说走就走（给自己也许个愿…希望能顺利去中芭实习…）,,,,小笛子lldg
50262,5502,40岁的刘恋，感觉应该积累了好多好作品，好故事，还是那么有才可爱人见人爱，开四面台大演特演，给我们准备超多惊喜！希望那时的我已经成为又有钱又有时间，刘恋每场巡演都能去的自由职业富婆哈哈哈哈哈哈哈,,,,温开水
50263,5502,四年后，希望恋恋可以更随心所欲，自由自在永不停止的创作下去。,,,,昀卿
50264,5502,40岁正是拼搏的好年纪！28岁的我向别人提起你的时候，别人会说:哦！是大明星刘恋！,,,,kiki
50265,5502,4年后的刘恋一定会开体育馆的！我也一定会抢到票的！,,,,Cc
50266,5502,40岁的姐一定会有更多好作品被更多人喜欢，接受很多很多的爱，演出可以开进体育馆开进鸟巢，我一定会陪姐唱到40岁50岁一直到90岁哦,,,,Yuanlizhinv_lian
50267,5502,刘恋一定会赚到好多好多钱！我也会有更多机会见到恋子！祝我们都坚守初心，勇往直前。,,,,iFyyylx
50268,5502,希望40岁的小刘依旧快乐自由。希望那时候的自己依旧健康快乐,,,,阿熊
50269,5502,希望那时候的恋和我自己都能和现在一样幸福，甚至更幸福！！越来越好来，来来来来,,,,可以喝酒_
50270,5502,希望你天天开心,,,,wLAN丸
50271,5502,那我肯定还在噢，Im aoife来的。,,,,aoife
50272,5502,因为喜欢刘恋，让我觉得三十岁也没那么可怕，我想到40岁的时候我还会这样想吧,,,,末日最后一只猫
50273,5502,希望恋恋的作品能被更多人看见，能被更多人希望，恋恋能够永远开心快乐。那时的我应该也刚毕业参加工作，希望我能赚更多的钱去看恋恋的舞台,,,,Zest Quest Xenia
50274,5502,希望40岁的刘恋有更多人喜欢，写的歌有更多人爱听；希望我也能上自己的岸,,,,关东煮捞下
50275,5502,,,,,18hours_PEACHY 
50276,5502,40岁时的姐会是什么样呢 可能在我心里依旧是萌萌的可爱模样 那时候姐应该出了很多专辑 演出一票难求 希望那时候的我能不为时间和金钱所困 每一场演出都在场,,,,玛卡jin424
50277,5502,宝儿，生日快乐，不管几岁要好好吃饭好好睡觉，身体健康开心快乐地生活   ,,,,饭团团
50278,5502,你一定已经写出了好多好多和悬案一样好的词了吧，我也一定在线下见你好多好多次了吧，那么就下个十年见咯  ,,,,小羊要悄悄逃离这个失眠的世界啊
50279,5502,40岁的刘恋，你依旧美丽，依旧光芒万丈，依旧要好好做你自己！给自己：应该毕业了进到临床工作了吧！做个好医生，加油。,,,,云里做梦219
50280,5502,四十岁也会自由而温柔，因为你让我不畏惧迎接我的三十岁，所以我期待四十岁的你依旧灵魂自由,,,,"不如就活个尽兴
"
50281,5502,,,,,"土豆大王
"
50282,5502,愿我们身体健康心想事成，到那时候我们能一起去更大的舞台。姐姐留下名垂青史的作品，我能赚大钱看更多线下，和你的距离缩短一些…常常见面,,,,vng
50283,5502,希望四年之后大家都健健康康的，祝我们都自由，不知道那个时候恋姐发了多少歌了。,,,,云在匆匆流淌
50284,5502,我们都要快乐、幸福，希望四年后的我们都在做着自己喜欢的事情吧  祝一切都好，祝我，也祝姐姐,,,,Jia
50285,5502,祝我更加爱你 也祝我更加爱我自己 希望四年后的我们都还在做着自己喜欢的事情 希望恋恋的作品能被更多人看到 开到体育场的话 我一定围着跑圈   ,,,,恋旧祎雨落
50286,5502,40岁的刘恋应该已经在音乐史上留下可以名垂青史的作品了吧，我始终相信你的潜力，我祝福你。 希望能在这四年间，我可以实现见你见到'厌倦'的愿望哈哈哈，多多营业、让我有机会跟你多多多见面～ 嗯，对我自己：希望那时的我找到我愿意为之奋斗一生的东西了，或者至少在做着不讨厌的事情。希望我开启了一段美好的感情～不知道有没有养到属于自己的小狗，如果真的养了一定要好好照顾它、负责到底。 噢对对对，最重要的：我们所有人都平安健康  ,,,,暂时遗弃
50287,5502,不知道老天爷给你闺女了吗不知道老天爷给我闺女了吗不知道我每年都有见到你吗你又创作了多少好作品呀有没有涉猎新的领域呢我还在积极关注你的消息吗我仍然能抢到你演出票吗我还能和你的作品共鸣吗,,,,小农民
50288,5502,40岁的恋宝，生日快乐，希望这一年可以在各大体育场见到你，希望我能抢到前排的票,,,,柒予
50289,5502,希望这年还能听你唱歌，希望你灵感无限～希望我还能用自己的方式支持你，希望我们都保持热忱健康平安,,,,熊饼
50290,5502,"祝我们都能在各自的领域闪闪发光，依旧互相陪伴
",,,,心动颜究日记_锦鲤版
50291,5502,希望我们依然会多多见面，希望我们都能得偿所愿,,,,一条好鱼
50292,5502,希望40岁的恋恋能继续开生日场，我们台上台下一起唱歌！,,,,小喵喵叠猫猫
50293,5502,2030年过得好吗祝你开心，不好也没关系，我们总会好好爱自己,,,,楠木头
50294,5502,愿我们岁月从容，健康顺遂，永远热烈自由，自在做自己。,,,,zzztw-zzztw
50295,5502,恭喜恋恋解锁新的10年和更大的舞台，但我们还是我们，你在台上闪闪发光   我在人海中点灯。义无反顾支持你～,,,,夏天能喝到金菠萝嘛
50296,5502,希望我们都更自由地表达，更游刃有余地掌控我们的人生。祝你有接不完的演出，用不完的灵感，祝我也有能力和你见更多更多面嘻嘻。,,,,幻想家
50297,5502,那就祝我们那时都活得很尽兴,,,,世界上最难写的就是自己的名字
50298,5502,睡覺睡到自然醒，做盡自己熱愛的事，數錢數到手抽筋。,,,,小紙
50299,5502,活得尽兴，享受当下，成为搞艺术的富婆，巡演都能抢到有座的票！,,,,甜心奶泡芙_
50300,5502,那时候二十多岁了吧，一定是我爱你的第八年了，你为我拓宽的世界，再也不会收窄了 ,,,,瑶瑶
50301,5502,2030年我也迈入30岁啦，因为恋姐我对这把年纪没那么恐惧了，反而挺期待30+的人生。祝你还在唱歌，祝我还在爱你，祝我们都拥有恣意自由的30+40+以及往后余生的n0+！,,,,般弱星跳舞的阿离
50302,5502,"2030年，那个时候恋恋会被更多的人看到和喜爱的吧。四年之后我也一定会在场的，希望陪恋恋走过40.50.60直到90岁！
四年之后，希望我顺利考上研究生并且毕业，能找到一份安安稳稳的工作，有更多底气陪着恋恋走下去！",,,,LLMJ小明
50303,5502,"四十岁的恋说不定要收到老天给的闺女了（哈哈哈哈哈）希望那时姐的脑袋里还是有很多很多灵感，也在十年中发了好多好多好听的歌。至于我，希望能找到一个喜欢的工作，可以去线下见到你。再送我们一句歌词：“这十年来做过的事，能令你无悔骄傲吗”---《给十年后的我》
",,,,Lodess云蜮
50304,5502,那时候恋会被更多人喜爱，我要努力抢票，多多见面啊,,,,吃核桃不吐核桃壳
50305,5502,"To恋：你还在台上演 我还在台下看
To自己：希望你已经顺利申上博 当然最重要的还是要开心要快乐",,,,Ly-Q-z
50306,5502,你还在，我也还在，跟朋友们还在。,,,,想退休
50307,5502,越来越好！Everything will be ok~,,,,明天别熬夜了吭
50308,5502,开心最重要啦!想做什么就去做,,,,菠萝饭不要灯笼椒
50309,5502,"对刘恋：快乐吗
对自己：已经过了一半，再等一半就可以见到妈妈了，坚持",,,,江川送明月
50310,5502,恋：40岁 人生的新篇章 恋恋你过得怎么样 有没有实现你这一阶段的人生目标呢… Me：你开心吗 你幸福吗 你健康吗 有没有一点点搭建出属于自己的体系 有没有摸索到一点点属于你人生的幸福密码……,,,,甜甜秀秀雨_y
50311,5502,希望我在崇拜你的路上与你越来越近，你有更多作品，我也一直在场,,,,方掷月
50312,5502,希望你也希望我一直在场,,,,Beesssss
50313,5502,刘恋的第五张个人专辑刚刚发行！MrMiss三专刚刚拿完金曲奖又提名了格莱美！刘恋自编自导自演的第一部电影上映了！我轻而易举的抢到了所有巡演的票！,,,,Bobi
50314,5502,一定要多去见你，应该会有好多好多新歌可以听吧，好幸福，自己的话希望安定下来好好生活,,,,Yohovo
50315,5502,你好40岁的恋恋，我已经陪你走过了8年了，从lh走到了演唱会，你还是那么明媚，还记得第一次看你，我真的好激动，怎么会有这么美的人，第一次在线下听到你的声音，眼泪唰的就出来了，我也不知道为什么，就是很感动，感谢遇见你，感谢你走到我身边，未来也要走下去,,,,刘恋琉璃鲸
50316,5502,愿我们都健健康康平平安安 自由热烈 2030也多多见面！！,,,,YKYBHL
50317,5502,在场！,,,,mio
50318,5502,第二个四年后的我们 四十岁的恋恋有一个可爱又聪明的闺女了吗 二十岁的我在大学是什么样的我们都还在场吧,,,,沐沐1031
50319,5502,你一定还在继续唱吧！发了许多歌！做了很多创新舞台！得了很多的奖！也走上了更大的舞台了吧！有越来越多的人爱着你！我和爱你的朋友们也还在，对吧！,,,,第一我不叫位
50320,5502,祝你还在唱，愿我还在场,,,,玫瑰终究会开
50321,5502,我们已经一起走过8年了，愿你也愿我健康长寿 长长久久，有源源不断的灵感创意，一直在场！,,,,onez洋
50322,5502,那肯定是我们俩的事业越来越成功，每年见面的次数也越来越多,,,,"小熊猫专车
"
50323,5502,依然在场,,,,天上有个小傻
50324,5502,嗨，又过四年，我们已经相识八年了。那会我应该在备战考研吧，你会是在备战巡演吗，我们又相见了吗，你有记住我望向你的眼睛吗。说到这了那就祝你40岁生日快乐吧,,,,la笔小昕
50325,5502,三分钟热度的我居然依然在场。感谢命运让我们遇见。未来我还将一直在场！,,,,鱼鳍
50326,5502,希望还能继续在场，可能那个时候到了一个细水长流的平淡期，还是要祝你平安、健康、幸福、永远自由！,,,,週末愉快在場
50327,5502,你还在唱，我还在听，我还是很喜欢很喜欢你（才四年，那岂不是很简单）,,,,听你眼睛里的光
50328,5502,永远在场,,,,三以文
50329,5502,希望你依然对世界满怀好奇，而我能更从容，不要忘记自己最重要。,,,,梓木
50330,5502,姐姐，今年你40了，我也进入了3开头的年纪，好像正如你歌里唱的，这个年纪好像没有想象中的恐惧。那你呢，进入40是否有不一样的心境呢有你在前方，我好像总能安心多了。你一定还在舞台歌唱吧，而我也会奔赴而来，希望这会的我们都能更从容更笃定！四年后见～,,,,孤独魔法
50331,5502,我还会在的，希望戈多等到了。,,,,張張在东北等你
50332,5502,可能恋40岁了我还是会觉得她才32。。。一年一张新专，祝恋六专大卖。我那个时候23岁，应该会继续升学。希望我科研搞起来，项目做起来，比赛打到吐，奖金拿到手软。,,,,刘小泳007
50333,5502,希望那时候恋子已经开了好几场大的演唱会，我也在那时看了好几场恋子的演出，也希望那时我会参加过街舞比赛，或者当上街舞老师……,,,,咩了个咩
50334,5502,那时的我已经24了欸，那就祝愿大家都健康，我还有精力像个疯子一样在台下陪你喊唱，嗯…希望那时候的我身边还会有现在的她,,,,杀手
50335,5502,我的一个催眠师朋友催眠看到她妈妈60岁了反而像40岁那么年轻（现在50岁），反正我是相信的，所以40岁的时候，我们就先回到35吧，哈哈（保守点）,,,,NNNNNNK-
50336,5502,希望那时候的刘恋有更多自己满意的作品 无论歌曲还是舞台还是些新的领域 那时候的我28岁 应该度过了人生中最迷茫的一点时间了吧 即将迈向三十岁 心境和生活应该也会有所不同吧 希望那时候我已经见你好多面了,,,,鱼
50337,5502,,,,,养生小杨爱吃梨
50338,5502,刘恋写出更多更好的作品在各个领域闪闪发光  专辑销量直接破百亿  我在浙音苦练我的电吉他然后去给你伴奏,,,,BETCHA_
50339,5502,"To：40岁的刘恋，不管你那时是选择继续写歌/做广告/开博客或者去做导演或者解锁了其他很多很多新的身份，请不要放弃创作，不管什么形式的创作，我都很期待。 
To25岁的我:如果一切顺利的话，此刻你应该读完研入职某个还不错的事务所，也许正在面临430ddl的痛苦的折磨，审计这玩意儿身体吃得消就干，吃不消就尽早转行跑路吧，生命要紧。",,,,木木木茗_
50340,5502,,,,,恋落云卷_
50341,5502,希望那时候的我攒够了可以gap一年全职追线下的钱，希望又看了恋恋姐很多很多场演出。希望我们都幸福快乐吧，希望我们的眼泪都只为爱落下。,,,,排了好几公里
50342,5502,,,,,林一
50343,5502,那时候我估计已经22了 我会不会成为一个工程师呢 四十岁的恋恋会比还要厉害,,,,小周
50344,5502,希望你已经找到自己真正想走的路，有自己很有特点的的音乐风格，对所有事情已经很从容游刃有余了。我呢对生活还有很多热爱吧，保持天真和自由！,,,,废纸团团
50345,5502,姐姐在更大更美的舞台上唱着自己的歌，而我还在台下听歌。,,,,词不达意
50346,5502,哇40岁吗，那那个时候我26，都是非常美味的年纪嘻嘻嘻  祝我们在工作上都还有热爱，都能赚很多很多的钱，生活里被爱包围！你一直唱我就要一直听，一直在场～,,,,油油油油uu
50347,5502,到那时候，是我的30岁，同时也是喜欢你的第8年。我和你一样，也不相信永恒，但至少我相信，到那时候，我还会在场。,,,,香槟两瓶
50348,5502,我们依然都还年轻,,,,土豆
50349,5502,时间好快，记得刚认识恋子的时候，恋还在纠结三十岁，一晃眼怎么都四十了，关键是长相还留在十八岁,,,,一只会飞的猪呀_
50350,5502,希望40岁的我们依然自由依然洒脱依然有爱依然真诚,,,,Seven
50351,5502,五年之后的我们有好好长大嘛 之前最困扰我们的问题有找到答案嘛 有好好爱自己嘛 希望答案都是yes,,,,让我出去丸
50352,5502,"这时候的我应该见到你了，你一定写出了更多好听的歌，舞台也会更大了，专辑应该又发了好几张，巡演也办了好几轮。这时候就是我认识你的第九年了，时间真的好快啊，我们已经认识这么久了，往后的我也会一直喜欢你的。
未来的我要一直在场，我的未来也会有你在场",,,,迷恋
50353,5502,时间好快，记忆里的你才32岁，怎么我也2开头了。想再见你会变得更难吗一直见面吧，不止现在！,,,,风筝线
50354,5502,,,,,爱恋 aiai
50355,5502,5年果然过得很快呢，现在应该已经发第5张专辑了吧，在开巡回演唱会了吧，拿奖拿到家里放不下了吧，被越来越多的人喜欢了吧，不用在退而求其次了吧，。希望我们都成为有钱的富婆！,,,,YwY.
50356,5502,40岁的恋姐，你好，不知道你到时候有自己的女儿了吗粉丝越来越多了吧，可不能有了新粉忘记老粉啊。巡演应该越办越大希望可以在体育馆看你演出。我也将近要30了，希望我可以像你当年参加浪三时候一样，有不服输的勇气，从头来的决心，,,,,小吴想一直在场
50357,5502,希望40岁的恋恋姐可以多多做自己喜欢的音乐，希望24岁的自己和恋恋姐多多见面,,,,W.LIN
50358,5502,,content/1305502.png,,,2229_
50359,5502,"希望40岁的恋想干什么就去干什么，想去哪里就去哪里，那个时候能眼熟肠胃炎吗（如果肠胃炎有机会追线下的话）
那个时候肠胃炎应该22岁了吧，希望肠胃炎拥有美好的大学生活，现在的肠胃炎想对未来的肠胃炎说：买到笔记本电脑玩到黎明杀机了吗去线下看了恋了吗",,,,肠胃炎
50360,5502,刘恋到40岁的距离和我到30岁的距离一样 希望我们都能在那时候拥有自己想要的幸福 然后继续相见吧,,,,一一站住不许跑
50361,5502,祝福那个时候的你回头看去还是快乐更多，也仍然有很多人在爱你。祝福我们还能一起过很多个平常又幸福的瞬间。,,,,Tetrahydrofuran_
50362,5502,不管几岁 祝我们都好,,,,rain
50363,5502,度过喜欢你的7年之痒，就会迎来更爱你的第8年心动,,,,萧个蛋挞
50364,5502,现在希望的都实现了吗能/不能，回来打个勾吧,,,,回忆专宠小能喵
50365,5502,和自己自洽了吗有更爱自己吗还是很爱刘恋吧。,,,,1105号阿念
50366,5502,这个时候的你我是不是已经少了些迷茫多了些笃定呢,,,,Maxine
50367,5502,"希望你依然在自己的节奏里发光，自在从容，被温柔对待。而我还是会一直喜欢你。
希望我没弄丢我自己。现在正在面对的事情，都能慢慢找到方向。走过之后，回头看会觉得这一段没白走。",,,,阿卡
50368,5502,我有没有离你再近一点了呢，还在玩乐队吗，进到想去的公司了吗,,,,夏之恋llll
50369,5502,不知道那会儿我还追不追星看不看演出，不管我还在不在场，都祝福你有更大的舞台，被更多人喜爱 最重要是开心~自在~,,,,玛卡巴卡混账到老
50370,5502,40岁的你一定还和现在一样可爱有活力，希望这四年你出了很多新歌尝试你喜欢的一切风格得很多奖！23岁的我有没有做上想要做的旅行博主呢有没有继续玩乐队呢有没有画出艺术呢希望23岁的自己离你更进一步,,,,ike
50371,5502,原来这个时候我都已经成年3年了，遇上你爱上你都8年了，好快啊。有没有爱你爱得更坚定一些，有没有好好听你唱歌，我的路还很长，我想多一大截陪在你身边,,,,阿七
50372,5502,希望恋恋和我都更坚定,,,,加绒
50373,5502,不惑之年！永远乐观向上！,,,,大尻
50374,5502,这四年里过得怎么样    有没有照顾好自己呀,,,,摇一摇
50375,5502,2030年的恋恋姐，你现在怎么样呀创作还开心吗希望你开心，手里多了很多自己满意的作品，在爱与被爱的世界里活的尽兴。希望2030年的我没有中年人的常见烦恼，身体健康、生意兴隆、生活富足，家人安康、爱人不作妖。,,,,Huan
50376,5502,很高兴看到你如此健康,,,,马天天天
50377,5502,"2026年，我说我永远愛妳。
此刻如果妳愿意呼唤我的名字----
“是我，我在。”",,,,陈xr
50378,5502,活到现在的我们都很棒，如果进展顺利，我们应该已经在工作里见过了，如果不顺利，那希望你依然愿意演舞台给我们看,,,,二哈
50379,5502,如果那个时候真的有女儿了 可以让我做干妈不 哈哈哈,,,,小蝴蝶Sylvia
50380,5502,希望没有辜负自己，成为成好的人，有更精彩的生活。以及依然在场。在现场，也依然在爱着你。,,,,就酱儿
50381,5502,姐姐一定还在写好听的作品，开了好多巡演。我应该工作两年了吧，可以自己赚钱去看演出了，至少要看三次巡演！两次音乐节！,,,,虾条
50382,5502,五年后的话，希望到时候我在体育馆内场前排看姐姐的演唱会，反正我肯定得在内场，我肯定也考上了心仪的大学成为了一名人民教师哈哈哈,,,,理论摄影部
50383,5502,2030年我抢到刘恋巡演体育馆内场一排了吗,,,,江鸟
50384,5502,那时候姐姐应该上了更大的舞台，四专应该也出生了吧(bushi)那时候的我时间应该也更自由了，和姐多多见面吧！总而言之每年的生日都要陪姐过！,,,,薯条一盒
50385,5502,全世界的工作和财富都吻向我们吧！,,,,和桃桃争宠
50386,5502,快乐的过下去吧。我们都是,,,,Kkxxx
50387,5502,看来四年也不慢啊，一转眼都爱你快十年了，你应该遵守和我的约定一直在舞台上闪闪发光吧。你一直唱，我一直陪，说好的我们要唱到养老院。爱你真的是一件很幸福的事,,,,奕只屁屁桃
50388,5502,四年后我们都要过精彩的人生，顺顺利利，如果可以，我一直都会在,,,,到现在你还在场
50389,5502,我们各自的理想还长存吗,,,,女人不要生气
50390,5502,噢我也来到了人生才刚刚开始的30s阶段，希望你我在此刻都能自洽和拥有向前的勇气，还有就是40岁的刘恋未来也多多见面吧,,,,hia
50391,5502,现在才16，40可能对我来说有点太遥远了，但还是希望40岁的我们还有感受美好与爱的能力，还能保持对这个世界的热情。,,,,爱羽球的小耗子
50392,5502,"高考完了诶 大四了该找工作了，希望自己能去北京吧，不切实际但是希望有一天能得到和刘女士面对面畅聊的机会，妳是我女性主义的启蒙者，感觉自己能长这么根正苗红有遍听妳访谈播客的功劳，祝我们永远年轻不听话
  大有可为，祝妳祝我",,,,不困
50393,5502,四年，那时候我已经找到心仪的工作或者博士毕业了吧。希望我依然在场。,,,,闻起来也不像个受
50394,5502,40岁正是闯的年纪~生命不息创作不止，恋恋一定已经拥有更多好歌好作品了，我们都健健康康的，你还在台上唱，我还在台下听。,,,,KIYO
50395,5502,应该已经在公司里面实习过一段时间了吧，或许已经转正了,,,,范德贝克
50396,5502,刘恋是不是已经发到第五张专辑了！大学你一定看了好多好多演出。一定也选好自己喜欢的职业了吧,,,,鱼信国王13
50397,5502,不知道40岁的刘恋有更精彩么，35岁的我有更自由么,,,,只喜欢刘恋
50398,5502,40岁的刘恋，难以想象多么有魅力呀！30岁的我，应该不那么焦虑了吧,,,,林詩梅
50399,5502,恋恋有发我喜欢的新专辑吗有可以支撑我生活的新歌吗未来我还有精力追星吗，没有被工作打败吧,,,,吃悬浮
50400,5502,我们是越来越好了吧有变的更自由、鲜活、热烈吗无论怎样，我想我还是一直在爱你,,,,掉色蓝水母
50401,5502,40岁的你一定越来越好了吧 爱你的人越来越多 那时的我可能还是个一事无成 害怕且不愿改变的人 但我一定还会爱你,,,,ppeuppeu(噗噗）
50402,5502,我们一定会越来越好越来越爆的！我现在可以跟自己和解了嘛，我有见恋很多次舞台嘛！恋，想见你。,,,,不想吃饭le
50403,5502,天哦40岁的刘恋你好，我是小你一轮的妈粉，希望我能顺利毕业找个好工作，你这个时候已经能在体育馆开演唱会了吧，当时觉得30岁是大限将临，那40岁的年纪如何看待呢，不敢想4年后我也即将三十，还能如现在这般潇洒洒脱吗，答应过这几年一定要多多见刘恋嘛，我真的等着一起相伴到老，到时候真的就是名副其实的老粉了   ,,,,躺躺（Tttt.）
50404,5502,四年以后吗，希望我们已经见了好多面，都在变成更好的自己,,,,WiSH.
50405,5502,,,,,止望海
50406,5502,4年以后吗其实很难想象时间在你的身上流逝，那个时候我应该会比较从容的来见你了吧，希望那个时候你还在，我也在。,,,,mymy
50407,5502,40岁的刘恋应该依旧是作为我人生的优秀女性范本存在着，那时的你一定更加爱自己了，我也会更加爱你。期盼咱俩的事业都能更上一层楼！,,,,h一线
50408,5502,40岁的刘恋你好 今年准备出几首新歌 开几场巡演 有福建场吗 要一直多多见面哦！,,,,子千
50409,5502,想要的都得到,,,,蜗牛壳
50410,5502,,,,,迷恋不营业
50411,5502,出了几首惊天动地的歌，我们依然在一场场巡演中见面,,,,baymax6-
50412,5502,恋恋演出门票是不是越来越难抢了因为毕业实习，总忍不住担心以后工作身不由己，没办法实现多多见面。希望自己力排万难，也希望还能顺利抢到演出门票，更希望在前排！愿我们都要幸福！,,,,凌云木LMX
50413,5502,各自努力过喜欢的生活，不管世界变成什么样爱的人还在场。爱着却不靠近，想起刘恋心底仍然能获得平静与勇气,,,,bourbon
50414,5502,那时我也21岁了 未来的我们有没有成为自己想成为的人呢～好像见到40岁的刘恋 看看那时的她多有魅力,,,,77
50415,5502,姐姐，四年实在是不过是白驹过隙，自从认识你，我再也不觉得老去是什么可怕的事情，如今的你和我一定比四年前拥有更多美好的人生经历。未来我们也一定会变得更好！,,,,KkkAwAiiii_卡卡
50416,5502,40岁的刘恋不知道已经出到第几张专辑了，四十岁的我应该有你一半厉害了,,,,成ke星xingxing 
50417,5502,那时的刘恋一定有更多特别特别棒的作品 能更加随心热烈 希望我也能成为更厉害的大人,,,,星荷Lotus 
50418,5502,40岁的刘恋肯定出了好多好多歌了吧，应该有更多人爱你了吧，希望我们都能活成自己想要的样子！,,,,缺牙巴贝壳
50419,5502,姐成为搞艺术的富婆，我还能奔赴富婆的每一场演出，哈哈,,,,苏格拉没有底
50420,5502,不知道那时我是否还像现在一样有充足的精力去喜欢着恋，但那时的刘恋一定还是依旧热爱音乐，依旧有活力去探索这个世界，挑战新的领域，也许会成为灵活小舞者吧,,,,优雅气质小熊猫
50421,5502,好像也不算很远了，40岁的刘女士，我希望到时我依然在场，听你的每一首歌，说不定那时候的你又获得金曲奖，希望那时的我能有更强的经济能力，争取巡演全勤吧，跟着恋恋去冒险！,,,,小太阳阳阳昂
50422,5502,40岁的刘女士会在哪里，我又会在哪里呢那个时候我还会像现在这样爱着你吗其实不太敢轻易说永远，但起码在当下和此刻我只有爱刘恋到永恒这一个念头。希望那个时候我已经有足够的经济能力追着恋恋姐到处跑,,,,潮汐
50423,5502,抢刘恋女士的演唱会门票！鸟巢连开三天   ,,,,金盆洗手版的憨
50424,5502,希望我们都越来越好，愿我们的自我永远在场。,,,,HAN
50425,5502,希望都能成为我们想要的样子,,,,吃饭喝粥吧
50426,5502,祝我们一切都好！希望你红红火火，而我依然在场。,,,,那就吃颗糖好了_
50427,5502,,,,,Hasdeztwazi
50428,5502,希望我们都完成了这个阶段里想做的事情,,,,嘎嘣脆小靖
50429,5502,过好各自的生活，如约相见,,,,张文Rose
50430,5502,祝我们都能过上自己最想要的生活,,,,咂酱面_
50431,5502,希望到那时一切都会变好。,,,,小能
50432,5502,我们都成为了内心温柔，灵魂自由的人，都过上了自己理想中的生活。,,,,啦啦啦波小吉 
50433,5502,希望有线下生日会！大办一场！大家一起变有钱！,,,,梦想是成为闲鱼王
50434,5502,"刘恋会成为很厉害的歌手 有自己的思想 有自己的作品 做了很多想尝试的事
而我是一个起码不会误人子弟的老师...
我俩都会越来越好 特别特别好",,,,#85
50435,5502,2030啊，刘恋有没有赚够钱啊，当一个自由自在的歌手，做什么都可以，回去继续做广告也很好。27岁的我，还在继续读书吗还是成为Officelady了有谈到恋爱吗！,,,,麻瓜小王
50436,5502,希望我们都能做自己想做的 成为自己喜欢的模样 那时候的我也会一直在场一直听刘恋唱歌 多多见面！,,,,祈求白昼
50437,5502,40岁的你和27岁的我    希望那时的我们面对逆境可以更加从容  面对夸奖可以坦然接受  愿你已经成为了搞艺术的超级大富婆  也愿我能在自己的领域有所成就,,,,老虎欣
50438,5502,我们都越来越好，一起发财，一起听姐唱歌。,,,,试图不熬夜
50439,5502,今年的巡演准备的如何了         ,,,,爪巴
50440,5502,希望恋恋依然在过自己想要的人生！而我...巡演有票求求求求了,,,,蕊蕊要吃冰淇淋
50441,5502,30岁的我依旧在场，对着40岁的刘女士说“你看根本就没什么7年之痒，我来对你这第八次生日快乐了”,,,,浣熊没有脑袋
50442,5502,你现在还在认真做自己吗还开心吗,,,,明明乖乖
50443,5502,还好有你在场,,,,嘟嘟
50444,5502,你的理想还长存吗,,,,风沐凡尘
