编号,场景,文案,图片url,音频url,视频url,用户id
20315,2202,送她浪3时期，一句话：放心，你的身后不止你一人，我们都在,,,,刘恋琉璃鲸
20316,2202,现在！送她几支定制麦,,,,YKYBHL
20317,2202,送她一桌海鲜大餐，哪个时间段都可以。,,,,mio
20318,2202,送给16岁的小恋一幅奇谈专辑吧 告诉她你以后的路会很自由 很快乐 不会一直走在每天上学的这一条路上 因为我今年也16岁 知道少女时代的心事 我错过了小恋的青春 可小恋陪我走过了我整个青春,,,,沐沐1031
20319,2202,给退休后的恋邮寄一张在舞台上闪闪发光 被大家爱着的舞台表演照片,,,,第一我不叫位
20320,2202,在刘恋自我怀疑的时候，送给她支持与安慰,,,,玫瑰终究会开
20321,2202,浪三三公时候吧，送一个拥抱“你已经足够好了，这点遗憾也不影响你现在收获到许多人的爱，只要是你怎样都可以。”,,,,onez洋
20322,2202,想给在歌唱事业觉得迷茫的时候的恋恋一个拥抱，送她一个小纸条，告诉她你可以的，热爱才能持久才能成功，这么爱音乐的刘恋,,,,"小熊猫专车
"
20323,2202,酒吧驻唱的时候呢，我要送鲜花，要告诉你好喜欢你的歌,,,,天上有个小傻
20324,2202,90岁吧，送你足力健，不是说好要一起跳到90岁么,,,,la笔小昕
20325,2202,三公淘汰时。想送给她一个拥抱，告诉她“你已经做得很棒了。”,,,,鱼鳍
20326,2202,浪三吧，想抱抱她,,,,週末愉快在場
20327,2202,“喜欢”李清照的诗的那男的，给他扔未名湖里（怎么不算礼物呢(▼皿▼#) ,,,,听你眼睛里的光
20328,2202,现在送她一个四面台,,,,三以文
20329,2202,在她不开心的时候给她一个拥抱和鼓励,,,,梓木
20330,2202,送浪3淘汰的恋恋一个拥抱吧，我会爱上你的,,,,孤独魔法
20331,2202,现在就是最好的，以后的每一天也会是很好的。我能送的就是陪伴。,,,,張張在东北等你
20332,2202,学生时代，送情书，学姐你太美好了，我喜欢你，可以和我一起写作业吗。,,,,刘小泳007
20333,2202,既然是如果，那我就送给现在阶段的她，一堆唱歌舞台的活动（梦一个），这个世界的耳朵需要刘恋的歌！！！,,,,咩了个咩
20334,2202,小时候画画那次给你撑腰（孩子快去告诉爸爸你画的塔是比萨斜塔）,,,,杀手
20335,2202,想送给现在的小恋2本书和一句话《深奥的简洁》《复杂经济学》“万事万物都是分形涌现具有自相似性”,,,,NNNNNNK-
20336,2202,给现阶段的刘恋送上源源不断的创作灵感（她肯定很需要哈哈哈哈）,,,,鱼
20337,2202,,,,,养生小杨爱吃梨
20338,2202,给在做饭的恋送一些食谱,,,,BETCHA_
20339,2202,给每个倒霉时期的刘恋送一些好运。,,,,木木木茗_
20340,2202,,,,,恋落云卷_
20341,2202,送给未来的刘恋一首超级爆款歌！,,,,排了好几公里
20342,2202,浪三时期，给她送票啊！！！！,,,,林一
20343,2202,在佳人舞台结束后给恋恋一个大大的拥抱,,,,小周
20344,2202,在她自我怀疑的时候送给她一句话，你真的很好很棒无论现在发生什么不好的事都不是你的错不要怪自己。,,,,废纸团团
20345,2202,,,,,词不达意
20346,2202,我想回到浪3，送给你很多很多票，哪怕不会改变什么。我常常在想如果当年也是直播，你会不会比现在走的更好更火呢。。。,,,,油油油油uu
20347,2202,给下厨时的她，送一份外卖,,,,香槟两瓶
20348,2202,给参加北大十佳歌手的刘恋送奇谈专辑，你不仅把热爱变成了职业还做的特别好,,,,土豆
20349,2202,"给浪姐三公淘汰时候的刘恋一个大大的拥抱
给在家煮面的刘恋买一个不应人看着的智能煮粉锅",,,,一只会飞的猪呀_
20350,2202,未来可能已经退出演艺圈的刘恋，送给她我和她合照做成的乐高小人，希望她可以知道，有一个人会一直一直在场,,,,Seven
20351,2202,在有人说你不好的时候 我想告诉你你是最棒的最好的 跟随自己内心就好啦,,,,让我出去丸
20352,2202,给低谷的你，一个拥抱加上一句鼓励的话吧：刘恋你是最棒的，无论什么时候，跟随自己的内心，勇敢走下去吧！,,,,迷恋
20353,2202,30岁的时候。在我眼里，30岁像是人生的第二个成年。30岁是美好的，不像18岁般的青涩懵懂，又有二十几岁的朝气。像新人生的开始键。想送你一把电吉他，既像二十几岁的明媚，又预兆32岁时我们的遇见！,,,,风筝线
20354,2202,浪姐三公的时候吧 送出我那宝贵的一票 让姐一直唱下去,,,,爱恋 aiai
20355,2202,"比赛的时候，送出我的一票
",,,,YwY.
20356,2202,回到浪三现场我一定给你投票让你出道,,,,小吴想一直在场
20357,2202,在浪3时期送佳人组一个乐队舞台，让更多人看到恋恋姐的优秀，或许就不会离开了。,,,,W.LIN
20358,2202,我期待送给90岁的刘恋，期待你那是依然唱着你爱的一切，期待我们在舞台上再次相遇，期待用一封信表达我对你这么久的爱  ,,,,2229_
20359,2202,还未进入演艺圈或者未出道时的刘恋吧，想送她一封我的手写信，大概内容应该是小姐姐 要交个朋友吗,,,,肠胃炎
20360,2202,想回到浪3时期把自己的每一票都送给刘恋 因为她值得,,,,一一站住不许跑
20361,2202,学生时代，送点喜欢唱片。,,,,Tetrahydrofuran_
20362,2202,,,,,rain
20363,2202,"送给小时候的
小小恋一只卡祖笛吧，给未来的卡祖笛Queen一些小小的屁音震撼",,,,萧个蛋挞
20364,2202,等我到时候送～～不说虚的了,,,,回忆专宠小能喵
20365,2202,也许曾经会有点迷茫的小恋送宝宝姐姐一份超级无敌棒的肯定   ,,,,1105号阿念
20366,2202,给之前低谷期的小恋一篇八百字的小作文,,,,Maxine
20367,2202,任何时候，都想给她抱抱,,,,阿卡
20368,2202,未来吧，送给她一些承载这些年回忆的东西，让她知道她参与又改变了一些爱她的人的命运,,,,夏之恋llll
20369,2202,手抄李清照的时候，送她一个抱抱和碎纸机，让她把抄的李清照碎了,,,,玛卡巴卡混账到老
20370,2202,,content/1422202.png,,,ike
20371,2202,17岁的高中恋，送一份以32岁一夜爆红的恋恋的口吻的情书,,,,阿七
20372,2202,给高中时候的小恋恋送她最喜欢的唱片,,,,加绒
20373,2202,高中！送一把木吉他,,,,大尻
20374,2202,一份小小的支持 在浪三三公时 投恋恋一票 希望可以继续留下 展现更多精彩舞台,,,,摇一摇
20375,2202,送现在的刘恋我的关注。因为过去回不去，未来还没来。我想找点恋姐能真实得到的东西送。请姐多多给收礼物的载体，多营业、多直播、多创作并发出来谢谢。,,,,Huan
20376,2202,在她最缺钱的时候给她打钱  （只要我有）,,,,马天天天
20377,2202,"姐姐是远方的人，如果做不到雪中送炭，那就送妳一场梦吧。
轻盈的、圆满的、活得肆意的梦",,,,陈xr
20378,2202,送一份长长久久的陪伴吧,,,,二哈
20379,2202,下一次相见的时候就想送她 自制香水,,,,小蝴蝶Sylvia
20380,2202,高中吧送她当时喜欢乐队歌手的现场门票。,,,,就酱儿
20381,2202,给浪三佳人的舞台送出浪花的投票。多了我的一张票，姐姐会不会走的更远我可以看到更多的舞台恋吧……,,,,虾条
20382,2202,我会送在浪姐三公的时候给她投的那一票，真的希望她能继续走下去，多我一票的话万一呢,,,,理论摄影部
20383,2202,给未来的刘恋送舞台吧，能让她好好展示自己，并且大众关注度很高的那种舞台,,,,江鸟
20384,2202,浪三吧，我想在二公的举起那个留言板，告诉她以后的你真的很棒，很多人爱你，大胆往前走，好事儿在后面呢！,,,,薯条一盒
20385,2202,高中时候吧  送她一本李清照诗集，这样就不用花钱再买了,,,,和桃桃争宠
20386,2202,现在吧 把我的试卷送给你好吗,,,,Kkxxx
20387,2202,我会给刚开始做音乐的她一张奇谈黑胶告诉她大胆的往前走吧，你会做的很好！,,,,奕只屁屁桃
20388,2202,或许，低谷期吧，送一封手写信为当然迷茫的你,,,,到现在你还在场
20389,2202,乐夏1的时候，告诉她只是和哪个舞台缘分不深，但唱歌改编创作，你都做得足够出色了。,,,,女人不要生气
20390,2202,什么都想给是不是完蛋了hhhhhh；现在的话，希望给她一瓶永远用不上但喝了可以拥有永不枯竭的灵感的快乐药水,,,,hia
20391,2202,现在的恋，想送一份手工的超厚风琴本，毫不吝啬表达我的喜爱,,,,爱羽球的小耗子
20392,2202,"跨年livehouse结束访谈的晚上，想给她送很多鲜花，告诉她永远不用对我们的爱怀有愧疚，她站在那就足够，她为我的少女时代树立了太多很正确的价值观，我愿意辗转去见她
她值得无条件的爱",,,,不困
20393,2202,浪三，送多多的票和多多的爱！,,,,闻起来也不像个受
20394,2202,给初中生恋恋偷偷塞掌上游戏机，让孩子早点玩上游戏（要是考不上北大一定不是因为我）不要等到长大了才报复性玩游戏~,,,,KIYO
20395,2202,,,,,范德贝克
20396,2202,任何时候都送一麻袋折耳根,,,,鱼信国王13
20397,2202,跨年夜结束的时候，送她一张卡片，内容是“我捡到你亲手写的“祝你爱我”雪花卡片了，它从机器喷出来的了，你的愿望当然已经成真，我会一直爱你。”,,,,只喜欢刘恋
20398,2202,想送给浪3时期的恋，希望能在现场给她投票，让她有更多的舞台。,,,,林詩梅
20399,2202,现在。写下我还在燃烧的爱意,,,,吃悬浮
20400,2202,无论是以前现在还是未来，低谷期的全肯定,,,,掉色蓝水母
20401,2202,浪三时期吧 真的不会送礼物所以想不到送什么 但我想告诉她我真的很喜欢你,,,,ppeuppeu(噗噗）
20402,2202,浪三，告诉她有很多人爱她,,,,不想吃饭le
20403,2202,在恋恋九十大寿的时候，亲手送一本相册，里面是每一年陪她过生日的照片，我觉得一定会实现的,,,,躺躺（Tttt.）
20404,2202,给刚开始决定唱歌的姐送文字吧，会有很多人爱你的，请继续,,,,WiSH.
20405,2202,,,,,止望海
20406,2202,浪三时期送很多票不要被淘汰,,,,mymy
20407,2202,十年前我要化身丘比特送她一份至死不渝的爱情，今天和十年后我就继续助力她成为一个搞艺术的富婆吧,,,,h一线
20408,2202,现在 好好写一封信表达我对姐的爱 上次广州巡演在场外临时写的太匆忙 不过那句风里雨里福建等你 是真的,,,,子千
20409,2202,送给浪三的刘恋  送她一张人气票 如果不会淘汰 会不会一切都不一样,,,,蜗牛壳
20410,2202,,,,,迷恋不营业
20411,2202,我会送给2023年饱受恶意的她，手写信和小熊猫（永远会有人相信她喜欢她）,,,,baymax6-
20412,2202,去到恋恋最后一场演出现场，送上一封手写信（肯定还想再送些什么，到时候看)，对她说我依旧在场！,,,,凌云木LMX
20413,2202,写下未来该买什么卖什么的攻略送给打算投资p2p时的刘恋，早发财早轻松现在就可以大搞想要的创意和演出了。,,,,bourbon
20414,2202,送给浪3的刘恋一朵小红花 让她知道她很棒,,,,77
20415,2202,想送给低迷时期的恋恋一片灯海，告诉你，你很优秀很值得,,,,KkkAwAiiii_卡卡
20416,2202,想给乐海时期的她送点钱,,,,成ke星xingxing 
20417,2202,送给浪三结束时的恋恋一封信 告诉她未来有很多很多人为她而来 爱她等她,,,,星荷Lotus 
20418,2202,送给恋子浪三第一轮选歌的时候几多小红花，这样恋恋就能拿下自己想要的歌，就不会自责，觉得辜负了姐姐们的期待啦,,,,缺牙巴贝壳
20419,2202,送歌词吧，对小金牛最实用了，这样就不用deadline时候抓耳挠腮,,,,苏格拉没有底
20420,2202,送给浪三的她，送给她很多的喜爱值，送给她没有遗憾的舞台，送她去走属于她的花路,,,,优雅气质小熊猫
20421,2202,如果可以的话，我想送一本包装精美的书给27岁的刘恋，里面是各个时期的刘女士的写真,,,,小太阳阳阳昂
20422,2202,刚参加浪姐时候的她吧。想送给她一个拥抱，因为那个时候她还不是那么自信，面对镜头会紧张会怕自己拍出来不那么好看，并且觉得自己没什么好喜欢的。想用这个拥抱给她带来一些力量，告诉她你特别特别好，你值得很多爱。,,,,潮汐
20423,2202,现在吧。写一封信，2000字的夸夸夸，不掺杂一点鸡娃内容，全是赞美   ,,,,金盆洗手版的憨
20424,2202,给偶尔怀疑自己时的她，用她喜欢的小作文，告诉她，她值得盛大的爱意，总会有人坚定地站在她身后。,,,,HAN
20425,2202,,,,,吃饭喝粥吧
20426,2202,请灵感之神常驻刘恋身边！,,,,那就吃颗糖好了_
20427,2202,,,,,Hasdeztwazi
20428,2202,22年送你一匹小马，早点练习一下，省得上马比上北大还难,,,,嘎嘣脆小靖
20429,2202,不自信阶段的她，送她我的夸奖×1000遍,,,,张文Rose
20430,2202,送给浪三时期的小能一朵小红花，你真的很棒很棒！,,,,咂酱面_
20431,2202,,,,,小能
20432,2202,送给现在的恋恋一匹小马，让她走得更轻快些。,,,,啦啦啦波小吉 
20433,2202,现在的她，把我做的物料给她一份哈哈，希望今年能给到她,,,,梦想是成为闲鱼王
20434,2202,送给昨天的刘恋一句我们做的已经很好了,,,,#85
20435,2202,送给从参加浪姐到三公淘汰时节目还没播出的无人知晓的小恋，送给你一个预言，如你所想，有很多很多人爱你，再坚持一下。,,,,麻瓜小王
20436,2202,给有时候会不自信的宝宝无数次肯定 我们喜欢你只是因为你是刘恋 你做什么我们都会支持你～,,,,祈求白昼
20437,2202,我会给每个否定自己  不自信时期的她讲述她的优秀和给她一个大大的拥抱,,,,老虎欣
20438,2202,现在的她，你特别特别的好，做自己想做的人和事。,,,,试图不熬夜
20439,2202,,,,,爪巴
20440,2202,香薰蜡烛～感觉不管哪个时期都很合适,,,,蕊蕊要吃冰淇淋
20441,2202,"自制玻璃戒指+一封800字小作文
未来某一天吧或者二巡首场，因为现在戒指还没做",,,,浣熊没有脑袋
20442,2202,送她明媚张扬的笑容，在任何阶段不害怕的勇气,,,,明明乖乖
20443,2202,当下   古着耳环或者项链 ,,,,嘟嘟
20444,2202,30岁吧，送句话，以后会有很多人爱你的,,,,风沐凡尘
20445,2202,乘风破浪舞台上的她 送你一朵小红花,,,,华
20446,2202,会在二十出头送她一封长长长长的表扬信,,,,梨糖
20447,2202,现在的刘恋；你很棒，谢谢你走到这里，谢谢你的出现，有很多人爱你,,,,为堂
20448,2202,不自信有怀疑时候的恋恋，告诉她她真的超级棒！很多人爱她！为她着迷！,,,,果冻
20449,2202,任何时候！送给她一封长长的情书,,,,恋恋许愿池
20450,2202,在她写《管他什么》这首歌时 送一封信给他：前方还有很多美好和爱你的人在等着你,,,,阿赤
20451,2202,出道到浪姐之前吧，送一份坚定的陪伴。,,,,可乐加冰
20452,2202,2009年，送给她能认识我的一张照片,,,,20190330一
20453,2202,想送给十年后的刘恋一封信，告诉她：真好，我们都还在场,,,,吃着菌儿
20454,2202,浪三时期，送姐姐一朵小红花、告诉她已经做得足够好了、很多人在爱你,,,,絮
20455,2202,哪个时期都想送啊，因为每个时期都是有所不同独一无二的，都应该有礼物。,,,,星野
20456,2202,刚考上大学的恋恋姐，送她很多金属框眼镜。,,,,美味蟹堡王
